date,code_boutique_source,code_boutique_normalise,nom_artisan_source,designation,conditionnement,quantite,prix_unitaire,montant,coherence,vendeur_reference
17/01/26,01,B01,Mme Dongmo Thérèse,La tour des rois,bouteille,1,3500,3500,OK,Sect Prod
17/01/26,01,B01,Mme Dongmo Thérèse,meilleur champignon blanc,bouteille,1,3500,3500,OK,Sect Prod
18-01,,,Visiteur Mboule,VINS D'AVOCAT,VINS D'AVOCAT,1,1000,1000,OK,Gisèle
20/01/26,,,Mariam Ibrahim,Masques,,3,10000,30000,OK,Gisèle
20/01/26,,,Sonwa Stéphanie,chaine,,1,1000,1000,OK,Gisèle
20/01/26,,,SOLISTA,Chips,paquet,3,100,300,OK,Gisèle
20/01/26,,,Monastère,Chips maïs,petit,3,100,300,OK,Gisèle
21/01/26,04,B04,Monastère,Chips maïs,petit,2,100,100,ECART,Stéphanie
,04,B04,Monastère,Chips maïs,paquet grand,1,1000,1000,OK,Guessong
,07,B07,Chenda,Lartche,,1,2000,2000,OK,Guessong
,12,B12,Philomène perlage,babouche,,1,1500,1500,OK,Gisèle
27/01,,,SOLISTA,Baume de nois,petit / petite boîte,2,500,600,ECART,LAMINOU
27/01,,,VAR BAMENDA,Miel brun,litre,1,3000,3000,OK,GISELE
27/01,,,Floralis,croquet,croquet,3,300,300,ECART,GISELE
29/01,,,Monastère,Chips de maïs,Mono,1,100,100,OK,GISELE
29/01,,,Floralis,croquet chips,,3,300,300,ECART,GISELE
30/01,,,Floralis,Croquet,,2,100,100,ECART,GISELE
02/02,,,Floralis,Savon 5 litre,,1,4000,4000,OK,
02/02,,,"-""-",Savon 1 litre,,1,1000,1000,OK,Stephanie
02/02,,,"-""-",Savon 1/2 litre,,1,500,500,OK,
02/02,,,SOLISTA,Javel,5 litre bidon,1,2500,2500,OK,
,,,MBIAKOP,porte stylo,,2,,1200,,SOLID
,,,"-""-",stylo,,2,,600,,
02/02,,,Floralis,croquet,,2,200,200,ECART,GISELE
,,,Floralis,Savon liquide,,1,4000,4000,OK,GISELE
03/02,,,Mme Justina,Tableau,grand modèle,1,12000,12000,OK,SOLID
04/02,2,B02,Floralis,Croquette,,2,200,200,ECART,Stephanie
05/02/26,,,"-""-","-""-","-""-",,,,,SOLID
06/02,,,Floralis,Croquet,,1,100,100,OK,GISELE
,,,Solista,CHIPS de Plantain,,1,100,100,OK,GISELE
,,,,Biscuit,,1,500,500,OK,GISELE
09/02,,,Guekam Philip,Vin de cola,,3,2500,7500,OK,SOLID
10/02,,,Mme Roland,Savon bambou de chine,,1,2500,2500,OK,GISELE
,,,Solista,Savon noir Gourmand,,1,2500,2500,OK,GISELE
,,,perle,,,1,4400,4400,OK,
,,,Bonomit,anti poison,,1,2000,2000,OK,
,,,Monastère,chips de maïs,,3,300,300,ECART,
,,,Floralis,demi litre vinaigre,,1,150,150,OK,
13/02/26,,,"-""-",croquette,,2,100,200,OK,SOLID
13/02/26,,,Solista,chips,,2,100,200,OK,
27/02,,,,,,,,,,
03/03/26,09,B09,,Colier,,1,1500,1500,OK,Joël
03/03/26,03,B03,TITI DJOKO,Bracelet,,1,300,300,OK,Joël
03/03/26,,,Jeanne,Visiteurs,,,,,,
,,,Mance Belkia,Visiteurs,,,,,,
05/03/2026,01,B01,Kengne Tameghe,Vin d'avocat,,1,3500,3500,OK,Joël
,03,B03,Gustave F.,Miel de Bangou,,1,5000,5000,OK,
24-06 2026,,,MBiakop,bracelets,bambou de chine,4,400,1600,OK,S/FOR
,,,MBiakop,bracelet,bambou de chine,1,2000,2000,OK,
,,,Tchinda,Casquette,Ndop,1,5000,5000,OK,
,,,MBiakop,Cup,Bambou de chine,2,500,1000,OK,
,,,Ibrahim,Masque,Bois,1,5000,5000,OK,
,,,Mme Gassam,biscuit,manioc,9,100,9000,ECART,
,,,,Fève Cacao,,2,1000,2000,OK,Gisèle
,,,,biscuit,manioc,6,100,600,OK,Gisèle
30-06 2026,,,Artisan Bamenda,Tableau de décoration,,1,8000,8000,OK,S/FOR
15-07 2026,,,Mme Gassam,biscuit,manioc,3,100,300,OK,S/FOR
,,,MBiakop,Cup,bambou de chine,1,500,500,OK,S/FOR
03/08/2026,,,MBIAKOP,collier,"-""- -""-",1,1500,1500,OK,
,,,"-""- -""-",boucle,"-""- -""-",1,700,700,OK,SOLID
,,,stylo,stylo,"-""- -""-",1,300,300,OK,
,,,MBIAKOP,Porte stylo,"-""- -""-",1,500,500,OK,
04/08/1026,,,,Paires en perle et bambou,,2,1000,2000,OK,
05/08/2026,,,Justine Mankah,Tableau décoratif,,1,12000,12000,OK,SOLID
,,,MBIAKOP,porte stylo,,1,500,500,OK,SOLID
,,,,stylo,,1,300,300,OK,
