date,code_boutique_source,code_boutique_normalise,nom_artisan_source,designation,conditionnement,quantite,prix_unitaire,montant,coherence,vendeur_reference
2025-05-14,B02,B02,,Artemesia,sachet,2,2000,4000,OK,Marie
2025-05-14,B02,B02,N. DJOKO,curcuma,bouteille,1,1500,1500,OK,Marie
2025-05-14,B02,B02,N. DJOKO,charbon végétal,sachet,1,1500,1500,OK,Marie
2025-05-14,B01,B01,N Guekam,Vin de kola,bouteille,1,2500,2500,OK,Marie
2025-05-14,B01,B01,Vin Therapeutig,Vin therapeutig,bouteille,1,2500,2500,OK,Marie
2025-05-14,B01,B01,Mme MBoule,Vin d'avocat,bouteille,1,3500,3500,OK,Marie
2025-05-14,B02,B02,Titibio,Curcuma,boite,1,500,500,OK,Marie
2025-05-14,B06,B06,Floralis,croquette,Sachet,14,100,1400,OK,Marie
2025-05-14,B06,B06,,biscuit de Potato,sachet,2,500,1000,OK,Marie
2025-05-14,B14,B14,Mme sidonie,Chapeau,,1,5000,5000,OK,Marie
2025-05-14,B14,B14,Mme sidonie,chaussure,,1,10000,10000,OK,Marie
2025-05-21,B02,B02,M. bopho poham,Charbon végétal,sachet,1,1500,1500,OK,Merveille
2025-05-22,B06,B06,Floralis,Croquette,sachet,10,100,1000,OK,Merveille
2025-05-22,B07,B07,,masque,,1,15000,15000,OK,Merveille
2025-05-22,B012,B12,Fideline,barrette,plastique,3,500,1500,OK,Merveille
2025-05-22,B012,B12,Fideline,barque,,1,500,500,OK,Merveille
2025-05-22,B014,B14,,Chapeau,,1,4000,4000,OK,Artisan
2025-05-28,B01,B01,,Vin Therapeutig,Bouteille,2,3000,6000,OK,MARIE
2025-05-28,B06,B06,Floralis,Croquette,Bouteille,3,1500,4500,OK,MARIE
2025-05-29,B06,B06,Madi cosmetig,Savon,boite,3,2000,6000,OK,Artisan
2025-05-29,B14,B14,M. Nambou,Tomie,bois et perle,1,14000,14000,OK,Marie
2025-05-29,B01,B01,M. GueKam,Vin de Kola + bitacola,bouteille,4,2500,10000,OK,Marie
2025-05-29,B01,B01,M. GueKam,Vin de Kola,bouteille,1,2500,2500,OK,Marie
2025-05-29,B01,B01,Mme Mboule,Vin d'avocat,bouteille,1,3500,3500,OK,MARIE
2025-05-30,B10,B10,Chic decor,Collier,,1,10000,10000,OK,MARIE
2025-05-30,B14,B14,Mme sidonie,Chapeau,,2,2500,5000,OK,MARIE
2025-05-30,B06,B06,Floralis,Vinaigre,bouteille,1,300,300,OK,MARIE
2025-05-30,B06,B06,Floralis,Vinaigre,bouteille,1,150,150,OK,MARIE
2025-05-30,B06,B06,Floralis,Croquette,sachet,9,100,900,OK,MARIE
2025-05-30,B06,B06,Floralis,eau de Javel,bouteille,1,350,350,OK,MARIE
2025-05-30,B10,B10,Chic decor,Cloche + perle bourgie,,1,10000,10000,OK,Marie
2025-05-30,B06,B06,Mme Bernadette,biscuit de manioc,sachet,3,500,1500,OK,Artisan
2025-05-30,B03,B03,,miel,boite,1,3000,3000,OK,Marie
2025-06-02,B06,B06,Madio,vinaigre,bouteille,1,800,800,OK,Merveille
2025-06-03,B01,B01,GueKAn,wisky bita cola,sachet,1,1000,1000,OK,Merveille
2025-06-03,B01,B01,Crousto,biscuit manioc,sachet,1,500,500,OK,Merveille
2025-06-03,B06,B06,Floralis,Vinaigre,bouteille,1,300,300,OK,Merveille
2025-06-03,B06,B06,Madio,menthol,,1,500,500,OK,Merveille
2025-06-03,B06,B06,Madio,croquette,sachet,1,500,500,OK,Merveille
2025-06-03,B06,B06,M. floralis,croquette,sachet,29,100,290,ECART,Merveille
2025-06-05,B06,B06,Floralis,Croquette,sachet,3,100,300,OK,Merveille
2025-06-05,B14,B14,,panier,,3,3000,9000,OK,Merveille
2025-06-10,B011,B11,NGASSAN,boubou bleu,plastique,1,10000,10000,OK,Merveille
2025-06-12,B011,B11,Chic decor,Collier + bracelet,,1,2500,2500,OK,Merveille
2025-06-12,B011,B11,Chic decor,bracelet,,1,2000,2000,OK,Merveille
2025-06-12,B06,B06,Floralis,savon liquide 5L,bidon,1,4000,4000,OK,Merveille
2025-06-12,B03,B03,,miel NL,bouteille,1,2500,2500,OK,Merveille
2025-06-12,B12,B12,Fideline,echappe en jete,,1,5000,5000,OK,Merveille
2025-06-12,B06,B06,Floralis,croquette,sachet,10,100,1000,OK,Merveille
2025-06-12,B06,B06,Modis,menthol,,1,500,500,OK,Merveille
2025-06-13,B01,B01,N. GUEKAM,Vin de Bitacola,bouteille,2,2500,5000,OK,MARIE
2025-06-13,B14,B14,Mme Sidonie,Sorgo,,1,9000,9000,OK,MARIE
2025-06-13,B03,B03,,miel,bouteille,1,2500,2500,OK,MARIE
2025-06-13,B06,B06,Floralis,Savon liquide,,,,,,MARIE
2025-06-13,B06,B06,Mme Bernadette,biscuit de manioc,sachet,1,500,500,OK,MARIE
2025-06-13,B02,B02,Titi bio,Gingembre,boite,1,500,500,OK,MARIE
2025-06-13,B01,B01,Mme Keugne,Vin d'ail,bouteille,2,6500,13000,OK,MARIE
2025-06-16,B02,B02,Personne *,Spécial baume shama (NB: A revoir),boite,2,4000,2000,ECART,Merveille
2025-06-16,B06,B06,Floralis,croquette,,3,100,300,OK,Merveille
2025-06-16,B06,B06,Floralis,eau javel 5L,bidon,1,2500,2500,OK,Merveille
2025-06-17,B06,B06,NGASSAN,huile de coco,boite,1,2000,2000,OK,Merveille
2025-06-19,B06,B06,Floralis,Sachet Croquette,sachet,5,100,500,OK,Merveille
2025-06-19,B02,B02,,cure typhoide,carton,1,2000,2000,OK,Merveille
2025-06-19,B06,B06,NGASSAN,Biscuit manioc,sachet,1,500,500,OK,Merveille
2025-06-19,B06,B06,Floralis,Croquette,sachet,15,100,1500,OK,Marie
2025-06-24,B06,B06,Madi Cosmetique,Savon,sachet,1,1000,1000,OK,Marie
2025-06-24,B06,B06,Floralis,Croquette,sachet,7,100,700,OK,Marie
2025-06-24,B06,B06,Mme Justine,Tableau pour décoration,,2,12000,24000,OK,Marie
2025-06-26,B06,B06,Floralis,Croquette,Sachet,5,100,500,OK,Marie
2025-06-26,B01,B01,DONGMO,Jus de fruit,bouteille,32,500,16000,OK,Marie
2025-06-27,B02,B02,,Casserole Tiyphoid,Casserole,1,2000,2000,OK,Merveille
2025-06-27,B06,B06,Nora,Savon hibiscus,,1,1000,1000,OK,Merveille
2025-06-27,B01,B01,GUEKAM,Wisky bitacola,sachet,1,1000,1000,OK,Merveille
2025-06-27,B06,B06,Floralis,Croquette,sachet,3,100,300,OK,Marie
2025-06-27,B03,B03,,miel bamoun,boite,1,2500,2500,OK,Marie
2025-06-27,B01,B01,M. Jonas,Vin de Djindja,bouteille,1,3000,3000,OK,Marie
30/06,B06,B06,Floralis,croquette,bouteille,1,1500,1500,OK,Merveille
30/06,B06,B06,Floralis,croquette,sachet,10,100,1000,OK,Merveille
02/07/25,B01,B01,GUEKAN,Vin koka cola,bouteille,2,2500,5000,OK,Merveille
02/07/25,B006,B06,GASSAM,Biscuit manioc,sachet,1,500,500,OK,Merveille
02/07/25,B002,B02,GUEKAN,Vin koka cola,bouteille,4,2500,10000,OK,Merveille
"-""-","-""-","-""-",GUEKAN,Vin cola,bouteille,4,2500,10000,OK,Merveille
"-""-","-""-","-""-","-""-",Vin cola,"-""-",4,2500,10000,OK,Merveille
"-""-","-""-","-""-","-""-",Vin koka cola,"-""-",2,2500,5000,OK,Merveille
07/07,B03,B03,Guy marcel,miel,boîte,2,5000,10000,OK,Marie
07/07,B06,B06,Floralis,croquette,bouteille,1,1500,1500,OK,MARIE
07/07,B03,B03,Guy marcel,miel,boîte,1,2500,2500,OK,MARIE
07/07,B007,B07,M. Jonas,Vin de gingembre,bouteille,1,3500,3500,OK,MARIE
07/07,B09,B09,M. Tchinda,bol,en bois,1,25000,25000,OK,MARIE
08/07,B01,B01,M. Guekan,Vin de bibisse,bouteille,1,2500,2500,OK,MARIE
08/07,B06,B06,Floralis,Vinaigre,bouteille,1,3000,3000,OK,MARIE
08/07,B06,B06,Floralis,Croquette,Sachet,7,100,700,OK,MARIE
08/07,B01,B01,Mme Thérèse,Jus naturel,bouteille,6,500,3000,OK,MARIE
08/07,B26,B26,ETS SAYA Desire,Cookies de manioc,Sachet,1,200,200,OK,MARIE
10/07,B06,B06,ETS SAYA,Biscuit de manioc choco,Sachet,1,500,500,OK,
10/07,B06,B06,ESSAYA Desire,miel Bangou,Carton,1,800,800,OK,
11/07,B09,B09,M. Guy florel,miel Bangou,boîte,2,5000,10000,OK,
12/07,B06,B06,Floralis,croquette,sachet,5,100,500,OK,
14/07,B06,B06,Nadis,menthos,boîte,1,500,500,OK,Merveille
14/07,B06,B06,Floralis,Croquette,sachet,5,1000,5000,OK,Merveille
14/07,B07,B07,SONGWE stéphane,masque,,1,5000,5000,OK,Merveille
14/07,B08,B08,TCHINDA GBATCHOU,Statuette,,1,7500,7500,OK,Merveille
14/07,B09,B09,SONGWE Stéphane,Statuette,,1,9000,9000,OK,Merveille
14/07,B06,B06,ETS SAYA,Cookies manioc,sachet,2,200,400,OK,Merveille
14/07,B02,B02,GUEKAN,Vin koka cola,bouteille,1,2500,2500,OK,Merveille
14/07,B06,B06,Mme doflorealis,lait de reparation,boîte,5,100,500,OK,Merveille
15/07,B06,B06,ETS SAYA,croquette manioc,sachet,2,200,400,OK,Merveille
15/07,B06,B06,ETS SAYA,Cookies manioc,sachet,5,200,1000,OK,Merveille
15/07,"-""-","-""-","-""-",chocomanioc,sachet,1,800,800,OK,Merveille
15/07,"-""-","-""-","-""-",biscuit manioc,sachet,1,500,500,OK,Merveille
15/07,"-""-","-""-","-""-",Cookies patate,sachet,1,100,100,OK,Merveille
15/07,B06,B06,Floralis,Croquette,sachet,2,100,200,OK,Merveille
16/07,B06,B06,Floralis,Croquette,sachet,5,100,500,OK,Merveille
16/07,B07,B07,Mme Njam Ibrahim,masque,,1,12000,12000,OK,Merveille
17/07,B04/4,B04,Floralis,Croquette,Sachet,13,100,1300,OK,Merveille
17/07,B06,B06,ETS SAYA,Cookies manioc,sachet,1,200,200,OK,Merveille
17/07,B03,B03,YAM B,miel,bouteille,1,2500,2500,OK,Merveille
17/07,B02,B02,KAMTA,Vin therapeutq,bouteille,1,3000,3000,OK,Merveille
18/07,B02,B02,KAMTA,Vin therapeutq,bouteille,1,2500,2500,OK,Merveille
18/07,B06,B06,ET SAYA,Cookies manioc,sachet,2,200,400,OK,Merveille
18/07,B06,B06,croquette florale,Croquette,sachet,2,100,200,OK,
18/07,B04,B04,Sidonie,pot,,1,5000,5000,OK,Merveille
18/07,B04,B04,Sidonie,Tige de fleur,,5,350,1750,OK,Merveille
19/07,B04,B04,Mme dogmo Therese,jus fruit,bouteille,2,500,1000,OK,Merveille
19/07,B06,B06,Floralis,croquette,sachet,8,100,800,OK,Merveille
21/07,B02,B02,MDSOKEO,Charbon vegetale,sachet,1,1500,1500,OK,MARIE
21/07,B01,B01,Mme Thérèse Dogmo,Jus naturel,bouteille,1,500,500,OK,MARIE
21/07,B06,B06,Floralis,Eau de javel,bouteille,1,700,700,OK,marie
21/07,B06,B06,Nadicos,Savon,,1,1000,1000,OK,marie
21/07,B06,B06,Nadicos,detergent,sachet,1,500,500,OK,marie
21/07,B01,B01,Mme Dogmo Thérèse,Vin,bouteille,1,3500,3500,OK,marie
22/07,B01,B01,Mme Justine,Tableau pour decoration porte clé,,1,12000,12000,OK,Marie
22/07,B08,B08,M.Tchinda,,,1,10000,10000,OK,Marie
23/07,B06,B06,Floralis,Croquette,sachet,12,100,1200,OK,Marie
23/07,B06,B06,ETS SAYA,Chip de manioc,sachet,2,500,1000,OK,Marie
23/07,B06,B06,Nadicos,Vinaigre,bouteille,2,300,600,OK,Rodrigue
25/07,B26,B26,Doro TSANI,Savon Hibiscus,Carton Rose,1,1000,1000,OK,Rodrigue
27/07,B06,B06,Gassami,Café Bafous,bouteille plastique,1,3500,3500,OK,Marie
26/07,B01,B01,Mme Thérèse Dogmo,Jus de fruit,sachet,1,500,500,OK,Marie
26/07,B01,B01,M. Jonas,Jus de fruit,bouteille,1,500,500,OK,Florie
26/07,B06,B06,Croquette Floralis,Poudre de riz,boite,1,1000,1000,OK,Marie
26/07,B02,B02,M. ISEMITA,Croquette,Sachet,5,300,1500,OK,Marie
26/07,B06,B06,ETS SAYA,Vin therapeutg,bouteille,1,3000,3000,OK,Marie
28/07,B02,B02,M. Djoho,Biscuit d'avoine,sachet,1,200,200,OK,Merveille
28/07,B02,B02,Mme Tchana,Antigastrique,sachet,1,1000,1000,OK,Merveille
28/07,B02,B02,TSANIMAT,gingembre,sachet,1,500,500,OK,Merveille
28/07,B02,B02,TSANIMAT,Rhumargo,carton,1,1000,1000,OK,Merveille
28/07,B02,B02,TSANIMAT,Produit,boite,1,2000,2000,OK,Merveille
28/07,B02,B02,,proplis,boite,1,3500,3500,OK,Merveille
11/08,B03,B03,VAR Bamenda,miel,bouteille,1,3000,3000,OK,Merveille
11/08,B06,B06,Crousti delice,biscuit manioc,sachet,1,500,500,OK,Merveille
11/08,B06,B06,ETS SAYA,cookies manioc,sachet,1,1000,1000,OK,Merveille
14/08,B0A,B00,Solange,Cafe raphia,bouteille,1,3500,3500,OK,Merveille
14/08,B01,B01,Mboule,Vin avocat,sachet,2,100,200,OK,Merveille
26/08,B06,B06,Floralis,croquette,sachet,22,100,2200,OK,Merveille
26/08,B06,B06,NGASSAM,biscuit manioc,sachet,1,500,500,OK,Merveille
26/08,B06,B06,ETS SAYA,cookies m,sachet,1,500,500,OK,Merveille
26/08,B03,B03,VAR Bamenda,miel,bouteille,1,3000,3000,OK,Merveille
26/08,B02,B02,Titi Pao,Curcuma,boîte,1,500,500,OK,Merveille
26/08,B006,B06,Floralis,croquette,Sachet,10,100,1000,OK,Merveille
27/08,B003,B03,Guy Marcel,miel,bouteille,2,5000,10000,OK,Merveille
27/08,B03,B03,Guy Marcel,piment,boîte,1,1000,1000,OK,Merveille
27/08,B012,B12,Fideline,barrette,,1,500,500,OK,"-""-"
27/08,B06,B06,Nadis,vinaigre,bouteille,1,300,300,OK,"-""-"
27/08,B07,B07,IBRAHIM,Chaise,,1,30000,30000,OK,MARIE
27/08,,,Mme Justine,Tableau pour decoration,,2,12000,24000,OK,MARIE
27/08,B01,B01,Mboule,Vin avocat,sachet,1,1000,1000,OK,Merveille
27/08,B02,B02,,Clou girofle,boîte,1,1000,1000,OK,Merveille
27/08,B01,B01,GUEKAM,Vin cola,bouteille,1,2500,2500,OK,Merveille
28/08,B06,B06,ETS SAYA,Cookies,sachet,12,200,2400,OK,Merveille
28/08,B06,B06,NGASSAM,biscuit manioc,sachet,1,500,500,OK,"-""-"
28/08,B06,B06,Floralis,Croquette,sachet,4,100,400,OK,"-""-"
28/08,B01,B01,M. KAMTA Vin therapeutig,Vin therapeutig,bouteille,1,2500,2500,OK,"-""-"
28/08,B06,B06,Floralis,croquette,sachet,5,100,500,OK,"-""-"
29/08,,,,Tableau deco,Mme Justine,1,12000,12000,OK,Marie
30/08,B06,B06,croquette,,,,,,,
29/08,B06,B06,Floralis,croquette,Sachet,6,100,600,OK,Marie
29/08,B02,B02,M. Guekam,Vin de Cola bitakola,bouteille,6,2500,15000,OK,Marie
29/08,B06,B06,ETS SAYA,Cookies,Sachet,1,500,500,OK,Marie
30/08,B03,B03,Guy Marcel,Piment,bouteille,1,1500,1500,OK,Marie
30/08,B06,B06,Floralis,detergent liquide,bouteille,1,1000,1000,OK,Marie
30/08,B06,B06,Floralis,eau de javel,bouteille,1,700,700,OK,Marie
30/08,B06,B06,croquette Floralis,croquette,Sachet,6,100,600,OK,Marie
01/09,B06,B06,Crousti-delice,biscuit manioc,sachet,1,500,500,OK,Merveille
04/09,B06,B06,Madi cosm,Savon noir,boîte,1,2500,2500,OK,Julie
04/09,B06,B06,Floralis,Croquettes,sachet,10,100,1000,OK,Julie
04/09,B06,B06,Madi cosmétique,Menthols,boîte,1,500,500,OK,Julie
09/09,B01,B01,DONGMO Therese,Jus naturel,bouteille,1,500,500,OK,LAMINE
10/09,B06,B06,Floralis,Croquettes,Sachet,4,100,400,OK,Julie
10/09,B012,B12,Mika perls,porte clé,,1,200,200,OK,Rolande
10/09,B06,B06,Floralis,Croquettes,sachet,13,100,1300,OK,Rolande
10/09,B06,B06,Floralis,savon liquide,bouteille,1,1000,1000,OK,Rolande
10/09,B06,B06,Floralis,croquettes,sachets,3,100,300,OK,Rolande
15/09,B06,B06,Sorelle Cosmétique,shampoing,boîte,1,1000,1000,OK,Julie
15/09,B06,B06,Etablissement desir,Snips de Manioc,Sachet,1,500,500,OK,Julie
17/09,B03,B03,Miel Bangou,Miel Bangou,Boîte,1,5000,5000,OK,Julie
18/09,B03,B03,Miel Bangou,Huile de piment,Boîte,1,1000,1000,OK,Julie
19/09,B03,B03,Miel Bangou,Miel Bangou,Boîte,1,2000,2000,OK,Julie
19/09,Galerie,GALERIE,Galerie,Miel blanc,Boîte,1,8500,8500,OK,Julie/Carole
19/09,Galerie,GALERIE,Galerie,Miel brun,Bouteille,1,3000,3000,OK,Julie
25/09,N° 01,B01,Mme MBOULÉ,Vin d'avocat,Sachet,1,1000,1000,OK,Julie
30/09,N° 1,B01,Mme MBoulé,Vin d'avocat,Sachet,1,1000,1000,OK,Julie
30/09,N° 02,B02,TSANIMAT,cure de diabete,carton,1,2000,2000,OK,Julie
30/09,N° 6,B06,NGASSAM,Biscuit de manioc,Sachet,2,500,1000,OK,Julie
01/10,N° 6,B06,NGASSAM,Huile de coco,Bouteille,1,5000,5000,OK,Julie
01/10,N° 8,B08,Sokoudjou,Babouche,plastique,1,8000,8000,OK,Julie
01/10,N° 6,B06,Sorelle,Savon noir,plastique,1,1000,1000,OK,Julie
01/10,N° 6,B06,Sorelle,Lait éclaircissant,bouteille,1,1000,1000,OK,Julie
01/10,N° 6,B06,Floralis,croquettes,sachet,5,100,500,OK,Julie
02/10,N° 3,B03,M. Guy Marcel,Miel Bangou,boîte,1,2000,2000,OK,Julie
02/10,N° 3,B03,M. Guy Marcel,Miel Bangou,boîte,1,3000,3000,OK,Julie
03/10,N° 6,B06,Floralis,Croquettes,Sachet,2,100,200,OK,Julie
04/10,N° 08,B08,Sokoudjou,colliers,,1,7500,7500,OK,Julie
04/10,N° 19,B19,M. MBIAKOP,bracelet,bambou de chine,1,1000,1000,OK,Julie
04/10,N° 19,B19,M. MBIAKOP,boucles,bambou de chine,2,700,1400,OK,Julie
04/10,N° 19,B19,M. MBIAKOP,porte clés,bambou de chine,1,1000,1000,OK,Julie
04/10,No 19,B19,M. MBIAKOP,bracelet,bambou de chine,1,700,700,OK,Julie
16/10,N° 1,B01,Mme MBoulé,Vin d'avocat,bouteille,3,3500,10500,OK,SOLID
16/10,N° 6,B06,Madi cosmetique,Baume,boîte,2,500,1000,OK,Julie
24/10,N° 6,B06,Crousti Delice NGASSAM,Biscuit de manioc,sachet,2,500,1000,OK,Julie
24/10,,,VAR Bamenda,Miel brun,bouteille,2,3000,6000,OK,Julie
25/10,N° 2,B02,TSANIMAT,Cisson Diabete,Carton,1,2000,2000,OK,Floriale
24/10,N° 15,B15,Mme Sidonie,Pendule,,1,1000,1000,OK,Julie
24/10,N° 04,B04,KUEMI Jacob,Tabouret,bois,2,2000,4000,OK,Julie
10/11,,,Galerie,Miel Blanc sec,boîte,3,8500,85003,ECART,Rodrigue
07/11,06,B06,Floralis,eau javel,5L bidon,1,2000,2000,OK,Rodrigue
11/11,06,B06,Floralis,Croquettes,sachet,6,100,600,OK,Rodrigue
14/11,04,B04,Kuemi Jacob,gueridon bambou,,2,2000,4000,OK,SOLID
12/11,06,B06,Floralis,croquettes,sachet,5,100,500,OK,SOLID
17/11,01,B01,Mme Mboule,Vin champignon,bouteille,2,3500,7000,OK,FOR
17/11,02,B02,Djoko Pokam A,stop gastrite,sachet,1,1000,1000,OK,FOR
18/11,06,B06,Floralis,croquette,Sachet,1,100,100,OK,SOLID
20/11,06,B06,Floralis,croquette,sachet,12,100,1200,OK,SOLID
20/11,06,B06,Floralis,Lave vitre,bouteille,1,1500,1500,OK,C/FOR
24/11,01,B01,Guekam,vin bitakola,bouteille,1,2500,2500,OK,SOLID
26/11,01,B01,JONAS,Vin d'ail,bouteille,1,3500,3500,OK,
,12,B12,Tijou fideline,Bracelet,Perle,2,1000,2000,OK,
,"-""-","-""-","-""-",Porte clé,perle,1,1000,1000,OK,
,"-""-","-""-","-""-","-""-","-""-",1,500,500,OK,
,"-""-","-""-","-""-",bague,"-""-",6,500,3000,OK,
,Miel VARBAMEN,MIEL VARBAMEN,Miel,bouteille,3 000,3000,1,3000,OK,
,Floralis,FLORALIS,croquette,sachet,100,500,5,500,ECART,
28/11,02,B02,Djoko Pokam,Charbon Vegetal,sachet,1,1500,1500,OK,Could
28/11,06,B06,Floralis,croquette,"-""-",2,100,200,OK,SOLID
03/12,06,B06,crousti delice,biscuit,sachet,1,500,500,OK,SOLID
03/12,06,B06,Floralis,croquette,"-""-",3,100,300,OK,SOLID
"-""-",09,B09,Bambou,boucle,,1,500,500,OK,SOLID
04/12,12,B12,Mika perls,petit sac en perle,perle,1,1500,1500,OK,Chemis
08/12,06,B06,Solista,Baume,flacon,1,500,500,OK,SAF
"-""-",06,B06,Floralis,Croquette,sachet,8,100,800,OK,SF
09/12,09,B09,Artisan Bangante,Bracelets,Bambou de chine,4,1300,5200,OK,SF
"-""-","-""-","-""-","-""-",bracelets,Bambou de chine,5,500,2500,OK,SF
"-""-","-""-","-""-","-""-",bracelets,Bambou de chine,1,1000,1000,OK,SF
"-""-","-""-","-""-","-""-",bords d'oreille,Bambou de,3,500,1500,OK,SF
"-""-","-""-","-""-","-""-",Collier,Bambou de chine,2,500,1000,OK,SF
09/12,06,B06,Floralis,Croquette,"-""-",2,100,200,OK,SOLID
"-""-",06,B06,Floralis,Croquette,Sachet,3,100,300,OK,SOLID
10/12,06,B06,Floralis,Croquette,Sachet,12,100,1200,OK,SOLID
,,,Solista,Baume,flacon,1,250,250,OK,SAF
12/12,,,Guekam,Vin de cola,bouteille,1,2500,2500,OK,SAF
12/12,,,Guekam,Vin de bitakola,bouteille,1,2500,2500,OK,SAF
,,,Floralis,Vinaigre blanc,2 litre Bouteille,2,300,600,OK,SAF
,,,"-""-",Vinaigre 1/2 litre,2 bouteille,2,150,300,OK,SAF
,,,Artisane Fbay,biscuit de Patate,1 sachet,1,1000,1000,OK,SAF
,,,"-""-",chips de pomme,2 Sachet,2,500,1000,OK,SAF
,,,"-""-",Vin therapeutique BELLA AFRICA,1 bouteille,1,3000,3000,OK,SAF
,,,Floralis,croquette,1 sachet,1,100,100,OK,SAF
,,,"-""-",2 bouteille miel bamenda,2 bouteilles,2,8500,17000,OK,COBABO
13/12/25,06,B06,Floralis,Croquettes,3 sachet,3,300,300,ECART,SAF
18/12/25,06,B06,Floralis,Croquette,1 sachet,1,100,100,OK,SAF
18/12/25,06,B06,,Gommage facial,Boîte,1,3500,3500,OK,
22/12/25,12,B12,Mitchouatgourin,chapeaux,fibre de raphia,1,1000,1000,OK,S FOR
22/12/25,12,B12,Mitchouatgourin,petit sac,fibre de raphia,1,500,500,OK,S FOR
22/12/25,09,B09,MBIAKOP,Instrument de Musique,bambou de chine,1,3000,3000,OK,S FOR
23/12,09,B09,MBIAKOP,Collier,bambou de chine,1,1500,1500,OK,LAMINOU
23/12,12,B12,MIKA Perls,bracelets,en perle,2,1000,2000,OK,LAMINOU
23/12,,,Guy Marcel,miel bangou,,1,2000,2000,OK,LAMINOU
23/12,,,Guy Marcel,Piment bangou,,1,1000,1000,OK,LAMINOU
23/12,,,Chips de maïs,Soeur monastère,,1,100,100,OK,Chevalier
26/12,,,Cookies manioc,ETS SAYA,,1,800,800,OK,LAMINOU
26/12,,,Chips manioc,ETS SAYA,,1,500,500,OK,"-""-"
26/12,,,Caramel,monastère,,1,1000,1000,OK,"-""-"
26/12,,,Chips de maïs,monastère,,1,100,100,OK,"-""-"
26/12,,,Floralis,croquette,,5,100,500,OK,LAMINOU
29/12/25,04,B04,Chips de maïs,Soeur monastère,Petit sachet,3,100,300,OK,Guessong
29/12/25,04,B04,Soeur monastère,Chips maïs,grand sachet,1,1000,1000,OK,Guessong
29/12/25,04,B04,Soeur monastère,Chips maïs,Petit sachet,1,100,100,OK,Guessong
--/--/--,04,B04,Soeur monastère,chips maïs,petit sachet,1,100,100,OK,Guessong
29/12/25,06,B06,Solista,savon en boîte,boîte,1,1500,1500,OK,Guessong
31/12/25,04,B04,Liqueur cacao,Soeur monastère,petite boîte,1,1000,1000,OK,Guessong
31/12/25,06,B06,Solista,savon noir,morceau,1,1000,1000,OK,Julie
31/12/25,06,B06,Solista,Champoing,petite boîte,1,1000,1000,OK,Julie
31/12/25,06,B06,Crousti delice,Biscuit de manioc,Sachet,2,500,1000,OK,Julie
31/12/25,12,B12,M. MBIAKOP,porte stylo,Bambou,1,1500,1500,OK,Julie
31/12/25,01,B01,Mme Mboulé,Vin d'avocat,bouteille,3,3500,10500,OK,Julie
31/12/25,06,B06,Floralis,croquettes,Sachet,56,100,5600,OK,Julie
06/01/26,,,Tableau décoration,Justine,,1,12000,12000,OK,LAMINOU
06/01/26,,,MBIAKOP,Tableau,,1,1500,1500,OK,LAMINOU
06/01/26,,,Porte stylos MBIAKOP,Porte stylos,,1,500,500,OK,LAMINOU
12/01/26,04,B04,Soeur monastère,Liqueur Cacao,petite boîte,2,1000,2000,OK,Guessong
12/01/26,04,B04,Soeur monastère,Pommade multi plante,,1,2000,2000,OK,Guessong
12/01/26,08,B08,Ngassam Olivier,Sirop africain,,2,500,1000,OK,Guessong
12/01/26,06,B06,Ets Floralis,Croquette,,1,100,100,OK,Guessong
14/01/26,09,B09,MBIAKOP,Porte stylos,,1,500,500,OK,LAMINOU
14/01/26,,,CHINDA So Koudjou,Porte clés,,5,1000,5000,OK,LAMINOU
04/03/2026,,,,Bouteille Varbat,Bouteille,2,,,,
04/03/2026,,,,Var Bamenda / Varbat,2 Bouteille,2,3000,6000,OK,Le co-ordo
05/03/2026,06,B06,Floralis,Croquette,1 Sachet,1,100,100,OK,JOËL
09/03/2026,09,B09,Ngassam olivier,bouteille,Sirop africain,3,500,1500,OK,Joël
09/03/2026,12,B12,Mika perls,bague,Perle,1,200,200,OK,Joël
10/03/2026,02,B02,TITI Bio,Poudre de curcuma,boîte,2,500,1000,OK,Joël
13/03/2026,04,B04,FAFE,chips maïs,Paquet grand,5,100,500,OK,Joël
23/03/2026,06,B06,SOLISTA,Plantain chips,plastique,10,100,1000,OK,Joël
16/03/2026,09,B09,Ngassam olivier,Sirop africain,Bouteille,5,500,2500,OK,Joël
16/03/2026,01,B01,Jonas,Vins d'ail,Bouteille,1,6500,6500,OK,Joël
16/03/2026,09,B09,Ngassam olivier,Sirop Africain,Bouteille,4,500,2000,OK,Joël
30/03/2026,,,,Tableau décoratif,,1,12000,12000,OK,SOLID
01/04/26,06,B06,,Javel,bouteille,1,2500,2500,OK,Joël
02/04/26,06,B06,Crousti delice,Biscuit,crousti delice,1,500,500,OK,Joël
02/04/26,06,B06,Solista,Chips de plantain,Sachet,3,100,300,OK,Joël
02/04/26,06,B06,Floralis,Croquette,sachet,2,100,200,OK,Joël
07/04/26,06,B06,Floralis,Croquette,sachet,2,100,200,OK,SOLID
07/04/26,06,B06,Floralis,Savon en liquide,bouteille,1,1000,1000,OK,Joël
10/04/26,,,,Vin thérapeutique,bouteille,1,2500,2500,OK,Joël
15/01/26,01,B01,Visiteurs,Porte clé,pot en bambou,1,500,500,OK,SAF
16/01/26,03,B03,M. Djoko Pokam Alex,Charbon Veg,sachet,2,1500,3000,OK,Guessong
